Code INSEE région;Région;Nature;Date;Heure;Date - Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 26
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;15:15;2019-10-08T15:15:00+02:00;4149;1202;;2;807;393;0;74;1671;28.97;36.67;;;0.05;4.17;19.45;62.56;9.47;12.03;1.78;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;15:30;2019-10-08T15:30:00+02:00;4100;1188;;2;774;340;0;74;1721;28.98;36.24;;;0.05;4.17;18.88;60.0;8.29;10.4;1.8;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;16:00;2019-10-08T16:00:00+02:00;4002;1165;;3;706;307;-50;71;1799;29.11;35.54;;;0.07;6.25;17.64;54.73;7.67;9.39;1.77;24.23;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;17:00;2019-10-08T17:00:00+02:00;3981;1123;;3;489;292;0;73;2002;28.21;34.26;;;0.08;6.25;12.28;37.91;7.33;8.94;1.83;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;18:15;2019-10-08T18:15:00+02:00;4101;1190;;2;138;444;0;75;2251;29.02;36.3;;;0.05;4.17;3.37;10.7;10.83;13.59;1.83;25.6;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;18:45;2019-10-08T18:45:00+02:00;4119;1285;;2;41;589;0;74;2129;31.2;39.2;;;0.05;4.17;1.0;3.18;14.3;18.02;1.8;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;19:30;2019-10-08T19:30:00+02:00;4555;1246;;1;18;716;0;74;2499;27.35;38.01;;;0.02;2.08;0.4;1.4;15.72;21.91;1.62;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;20:15;2019-10-08T20:15:00+02:00;4408;1264;;1;0;704;0;73;2354;28.68;38.56;;;0.02;2.08;0.0;0.0;15.97;21.54;1.66;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;21:15;2019-10-08T21:15:00+02:00;4008;1158;;1;0;456;0;74;2308;28.89;35.33;;;0.02;2.08;0.0;0.0;11.38;13.95;1.85;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;21:30;2019-10-08T21:30:00+02:00;3882;926;;1;0;464;0;74;2406;23.85;28.25;;;0.03;2.08;0.0;0.0;11.95;14.2;1.91;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;22:30;2019-10-08T22:30:00+02:00;3739;836;;1;0;256;0;73;2561;22.36;25.5;;;0.03;2.08;0.0;0.0;6.85;7.83;1.95;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;22:45;2019-10-08T22:45:00+02:00;3809;1173;;1;0;282;0;72;2269;30.8;35.78;;;0.03;2.08;0.0;0.0;7.4;8.63;1.89;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;23:00;2019-10-08T23:00:00+02:00;3995;1185;;1;0;281;0;75;2442;29.66;36.15;;;0.03;2.08;0.0;0.0;7.03;8.6;1.88;25.6;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;00:45;2019-10-09T00:45:00+02:00;3548;877;;1;0;210;0;73;2376;24.72;26.75;;;0.03;2.08;0.0;0.0;5.92;6.43;2.06;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;01:30;2019-10-09T01:30:00+02:00;3463;884;;1;0;235;0;73;2256;25.53;26.97;;;0.03;2.08;0.0;0.0;6.79;7.19;2.11;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;03:00;2019-10-09T03:00:00+02:00;3356;501;;1;0;206;-50;73;2613;14.93;15.28;;;0.03;2.08;0.0;0.0;6.14;6.3;2.18;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;06:15;2019-10-09T06:15:00+02:00;3448;1021;;1;0;217;0;72;2126;29.61;31.15;;;0.03;2.08;0.0;0.0;6.29;6.64;2.09;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;06:30;2019-10-09T06:30:00+02:00;3561;1041;;1;0;253;0;72;2183;29.23;31.76;;;0.03;2.08;0.0;0.0;7.1;7.74;2.02;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;07:45;2019-10-09T07:45:00+02:00;3807;1270;;1;13;700;0;74;1749;33.36;38.74;;;0.03;2.08;0.34;1.01;18.39;21.42;1.94;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;08:45;2019-10-09T08:45:00+02:00;4078;1124;;1;78;628;0;71;2175;27.56;34.29;;;0.02;2.08;1.91;6.05;15.4;19.22;1.74;24.23;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;10:15;2019-10-09T10:15:00+02:00;4220;1278;;1;166;691;0;74;2009;30.28;38.99;;;0.02;2.08;3.93;12.87;16.37;21.14;1.75;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;10:30;2019-10-09T10:30:00+02:00;4199;1266;;1;169;694;0;75;1995;30.15;38.62;;;0.02;2.08;4.02;13.1;16.53;21.24;1.79;25.6;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;11:15;2019-10-09T11:15:00+02:00;4264;1257;;0;204;622;0;74;2107;29.48;38.35;;;0.0;0.0;4.78;15.81;14.59;19.03;1.74;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;12:30;2019-10-09T12:30:00+02:00;4469;1199;;1;269;623;0;75;2304;26.83;36.58;;;0.02;2.08;6.02;20.85;13.94;19.06;1.68;25.6;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;13:15;2019-10-09T13:15:00+02:00;4601;1199;;1;275;577;0;72;2476;26.06;36.58;;;0.02;2.08;5.98;21.32;12.54;17.66;1.56;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;13:45;2019-10-09T13:45:00+02:00;4417;1020;;1;239;561;-50;74;2572;23.09;31.12;;;0.02;2.08;5.41;18.53;12.7;17.17;1.68;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;14:45;2019-10-09T14:45:00+02:00;4443;1039;;2;234;507;-50;74;2637;23.39;31.7;;;0.05;4.17;5.27;18.14;11.41;15.51;1.67;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;16:30;2019-10-09T16:30:00+02:00;4189;1090;;4;229;406;-50;72;2438;26.02;33.25;;;0.1;8.33;5.47;17.75;9.69;12.42;1.72;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;19:00;2019-10-09T19:00:00+02:00;4351;1329;;5;20;593;0;74;2331;30.54;40.54;;;0.11;10.42;0.46;1.55;13.63;18.15;1.7;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;19:15;2019-10-09T19:15:00+02:00;4473;1277;;8;20;762;0;74;2332;28.55;38.96;;;0.18;16.67;0.45;1.55;17.04;23.32;1.65;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;20:00;2019-10-09T20:00:00+02:00;4561;1249;;8;19;746;0;73;2467;27.38;38.1;;;0.18;16.67;0.42;1.47;16.36;22.83;1.6;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;20:45;2019-10-09T20:45:00+02:00;4191;1029;;9;0;432;0;74;2633;24.55;31.39;;;0.21;18.75;0.0;0.0;10.31;13.22;1.77;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;21:00;2019-10-09T21:00:00+02:00;4148;985;;11;0;438;0;72;2629;23.75;30.05;;;0.27;22.92;0.0;0.0;10.56;13.4;1.74;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;21:30;2019-10-09T21:30:00+02:00;3992;1027;;12;0;410;0;73;2457;25.73;31.33;;;0.3;25.0;0.0;0.0;10.27;12.55;1.83;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;22:45;2019-10-09T22:45:00+02:00;3823;1281;;15;0;525;0;72;1917;33.51;39.08;;;0.39;31.25;0.0;0.0;13.73;16.06;1.88;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;23:45;2019-10-09T23:45:00+02:00;4233;883;;18;0;390;0;72;2856;20.86;26.94;;;0.43;37.5;0.0;0.0;9.21;11.93;1.7;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;00:00;2019-10-10T00:00:00+02:00;4096;859;;19;0;343;0;73;2789;20.97;26.21;;;0.46;39.58;0.0;0.0;8.37;10.5;1.78;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;02:45;2019-10-10T02:45:00+02:00;3627;854;;11;0;245;0;73;2431;23.55;26.05;;;0.3;22.92;0.0;0.0;6.75;7.5;2.01;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;03:15;2019-10-10T03:15:00+02:00;3397;634;;12;0;238;0;72;2429;18.66;19.34;;;0.35;25.0;0.0;0.0;7.01;7.28;2.12;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;04:45;2019-10-10T04:45:00+02:00;3341;570;;10;0;246;0;73;2429;17.06;17.39;;;0.3;20.83;0.0;0.0;7.36;7.53;2.18;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;05:00;2019-10-10T05:00:00+02:00;3209;550;;11;0;252;0;71;2313;17.14;16.78;;;0.34;22.92;0.0;0.0;7.85;7.71;2.21;24.23;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;05:45;2019-10-10T05:45:00+02:00;3312;607;;10;0;279;0;72;2332;18.33;18.52;;;0.3;20.83;0.0;0.0;8.42;8.54;2.17;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;08:30;2019-10-10T08:30:00+02:00;4076;1268;;8;65;898;0;80;1756;31.11;38.68;;;0.2;16.67;1.59;5.04;22.03;27.48;1.96;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;10:15;2019-10-10T10:15:00+02:00;4237;1298;;7;518;572;0;74;1768;30.63;39.6;;;0.17;14.58;12.23;40.16;13.5;17.5;1.75;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;11:00;2019-10-10T11:00:00+02:00;4275;896;;8;687;482;0;73;2128;20.96;27.33;;;0.19;16.67;16.07;53.26;11.27;14.75;1.71;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;12:15;2019-10-10T12:15:00+02:00;4481;829;;13;852;405;0;74;2307;18.5;25.29;;;0.29;27.08;19.01;66.05;9.04;12.39;1.65;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;13:45;2019-10-10T13:45:00+02:00;4356;778;;17;874;311;0;77;2300;17.86;23.73;;;0.39;35.42;20.06;67.75;7.14;9.52;1.77;26.28;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;14:30;2019-10-10T14:30:00+02:00;4372;789;;19;861;305;0;78;2320;18.05;24.07;;;0.43;39.58;19.69;66.74;6.98;9.33;1.78;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;14:45;2019-10-10T14:45:00+02:00;4344;774;;23;855;312;0;79;2301;17.82;23.61;;;0.53;47.92;19.68;66.28;7.18;9.55;1.82;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;16:30;2019-10-10T16:30:00+02:00;3971;823;;17;610;295;0;82;2145;20.73;25.11;;;0.43;35.42;15.36;47.29;7.43;9.03;2.06;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;19:00;2019-10-10T19:00:00+02:00;4408;915;;15;19;958;0;82;2419;20.76;27.91;;;0.34;31.25;0.43;1.47;21.73;29.31;1.86;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;19:45;2019-10-10T19:45:00+02:00;4512;889;;13;19;1065;0;81;2445;19.7;27.12;;;0.29;27.08;0.42;1.47;23.6;32.59;1.8;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;21:15;2019-10-10T21:15:00+02:00;3979;834;;15;0;538;0;81;2499;20.96;25.44;;;0.38;31.25;0.0;0.0;13.52;16.46;2.04;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;22:45;2019-10-10T22:45:00+02:00;3865;914;;21;0;634;0;81;2203;23.65;27.88;;;0.54;43.75;0.0;0.0;16.4;19.4;2.1;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;00:00;2019-10-11T00:00:00+02:00;4043;559;;20;0;370;0;81;3001;13.83;17.05;;;0.49;41.67;0.0;0.0;9.15;11.32;2.0;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;00:30;2019-10-11T00:30:00+02:00;3823;122;;14;0;347;0;82;3246;3.19;3.72;;;0.37;29.17;0.0;0.0;9.08;10.62;2.14;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;00:45;2019-10-11T00:45:00+02:00;3695;122;;12;0;356;0;81;3113;3.3;3.72;;;0.32;25.0;0.0;0.0;9.63;10.89;2.19;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;01:15;2019-10-11T01:15:00+02:00;3724;122;;9;0;326;0;82;3173;3.28;3.72;;;0.24;18.75;0.0;0.0;8.75;9.98;2.2;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;02:00;2019-10-11T02:00:00+02:00;3622;122;;9;0;256;0;80;3143;3.37;3.72;;;0.25;18.75;0.0;0.0;7.07;7.83;2.21;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;06:45;2019-10-11T06:45:00+02:00;3781;932;;2;0;269;0;81;2485;24.65;28.43;;;0.05;4.17;0.0;0.0;7.11;8.23;2.14;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;07:15;2019-10-11T07:15:00+02:00;3945;1091;;1;0;306;0;81;2455;27.66;33.28;;;0.03;2.08;0.0;0.0;7.76;9.36;2.05;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;08:00;2019-10-11T08:00:00+02:00;4151;1282;;1;20;503;0;80;2265;30.88;39.11;;;0.02;2.08;0.48;1.55;12.12;15.39;1.93;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;08:45;2019-10-11T08:45:00+02:00;4299;1195;;1;131;612;0;80;2280;27.8;36.46;;;0.02;2.08;3.05;10.16;14.24;18.73;1.86;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;11:30;2019-10-11T11:30:00+02:00;4268;964;;2;747;426;0;83;2046;22.59;29.41;;;0.05;4.17;17.5;57.91;9.98;13.04;1.94;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;15:00;2019-10-11T15:00:00+02:00;4260;671;;10;740;264;0;81;2494;15.75;20.47;;;0.23;20.83;17.37;57.36;6.2;8.08;1.9;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;16:00;2019-10-11T16:00:00+02:00;4080;712;;11;644;263;0;79;2371;17.45;21.72;;;0.27;22.92;15.78;49.92;6.45;8.05;1.94;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;19:30;2019-10-11T19:30:00+02:00;4506;1295;;4;18;330;0;82;2776;28.74;39.51;;;0.09;8.33;0.4;1.4;7.32;10.1;1.82;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;20:00;2019-10-11T20:00:00+02:00;4457;1213;;4;18;437;0;81;2704;27.22;37.0;;;0.09;8.33;0.4;1.4;9.8;13.37;1.82;27.65;
